,file_path,length,label
0,train-clean-100/7859/102521/7859-102521-0017.flac,392400,
1,train-clean-100/5652/39938/5652-39938-0025.flac,319760,
2,train-clean-100/298/126791/298-126791-0067.flac,308720,
3,train-clean-100/3699/47246/3699-47246-0007.flac,291841,
4,train-clean-100/3699/19402/3699-19402-0012.flac,281840,
5,train-clean-100/5652/39938/5652-39938-0029.flac,278800,
6,train-clean-100/5808/54425/5808-54425-0016.flac,277120,
7,train-clean-100/2893/139322/2893-139322-0041.flac,276800,
8,train-clean-100/226/122538/226-122538-0010.flac,276400,
9,train-clean-100/1970/10594/1970-10594-0039.flac,276320,
10,train-clean-100/1034/121119/1034-121119-0049.flac,275840,
11,train-clean-100/4788/91208/4788-91208-0013.flac,275760,
12,train-clean-100/89/218/89-218-0056.flac,275760,
13,train-clean-100/5678/43301/5678-43301-0022.flac,275520,
14,train-clean-100/374/180298/374-180298-0041.flac,275360,
15,train-clean-100/3664/178366/3664-178366-0011.flac,275280,
16,train-clean-100/1624/168623/1624-168623-0036.flac,275280,
17,train-clean-100/8770/295465/8770-295465-0003.flac,275120,
18,train-clean-100/198/126831/198-126831-0000.flac,275040,
19,train-clean-100/7511/102420/7511-102420-0044.flac,274640,
20,train-clean-100/2159/179156/2159-179156-0013.flac,274480,
21,train-clean-100/3374/298026/3374-298026-0023.flac,274080,
22,train-clean-100/1447/17506/1447-17506-0034.flac,273920,
23,train-clean-100/2182/181173/2182-181173-0033.flac,273840,
24,train-clean-100/3486/166424/3486-166424-0048.flac,273840,
25,train-clean-100/831/130739/831-130739-0057.flac,273760,
26,train-clean-100/3440/171009/3440-171009-0005.flac,273680,
27,train-clean-100/2436/2481/2436-2481-0027.flac,273600,
28,train-clean-100/3526/176653/3526-176653-0031.flac,273600,
29,train-clean-100/1098/133695/1098-133695-0042.flac,273520,
30,train-clean-100/6019/3185/6019-3185-0016.flac,273520,
31,train-clean-100/2182/150130/2182-150130-0028.flac,273440,
32,train-clean-100/211/122425/211-122425-0047.flac,273440,
33,train-clean-100/5688/15787/5688-15787-0021.flac,273440,
34,train-clean-100/1081/125237/1081-125237-0053.flac,273360,
35,train-clean-100/7859/102518/7859-102518-0001.flac,273359,
36,train-clean-100/6848/252323/6848-252323-0012.flac,273200,
37,train-clean-100/2764/36619/2764-36619-0024.flac,273120,
38,train-clean-100/87/121553/87-121553-0051.flac,273040,
39,train-clean-100/5322/7679/5322-7679-0008.flac,272960,
40,train-clean-100/2384/152900/2384-152900-0002.flac,272881,
41,train-clean-100/6064/56165/6064-56165-0020.flac,272800,
42,train-clean-100/6385/220959/6385-220959-0035.flac,272720,
43,train-clean-100/8630/305213/8630-305213-0037.flac,272720,
44,train-clean-100/2002/139469/2002-139469-0039.flac,272560,
45,train-clean-100/7264/92314/7264-92314-0015.flac,272560,
46,train-clean-100/83/11691/83-11691-0035.flac,272480,
47,train-clean-100/1363/135842/1363-135842-0010.flac,272400,
48,train-clean-100/6181/216552/6181-216552-0074.flac,272320,
49,train-clean-100/7264/92314/7264-92314-0024.flac,272240,
50,train-clean-100/7059/88364/7059-88364-0008.flac,272160,
51,train-clean-100/3112/9555/3112-9555-0084.flac,272000,
52,train-clean-100/4014/186179/4014-186179-0045.flac,272000,
53,train-clean-100/8609/283227/8609-283227-0064.flac,271840,
54,train-clean-100/4813/248641/4813-248641-0048.flac,271680,
55,train-clean-100/322/124147/322-124147-0039.flac,271680,
56,train-clean-100/1578/140049/1578-140049-0004.flac,271600,
57,train-clean-100/8770/295462/8770-295462-0000.flac,271600,
58,train-clean-100/125/121124/125-121124-0050.flac,271600,
59,train-clean-100/8838/298545/8838-298545-0027.flac,271520,
60,train-clean-100/7800/283492/7800-283492-0034.flac,271520,
61,train-clean-100/1898/145720/1898-145720-0013.flac,271520,
62,train-clean-100/1081/125237/1081-125237-0046.flac,271440,
63,train-clean-100/311/124404/311-124404-0021.flac,271440,
64,train-clean-100/226/131533/226-131533-0002.flac,271440,
65,train-clean-100/87/121553/87-121553-0080.flac,271360,
66,train-clean-100/4297/13006/4297-13006-0006.flac,271360,
67,train-clean-100/7859/102521/7859-102521-0001.flac,271360,
68,train-clean-100/3436/172162/3436-172162-0018.flac,271280,
69,train-clean-100/2514/149482/2514-149482-0087.flac,271280,
70,train-clean-100/4406/16883/4406-16883-0026.flac,271280,
71,train-clean-100/4267/72637/4267-72637-0034.flac,271200,
72,train-clean-100/1183/133256/1183-133256-0005.flac,271200,
73,train-clean-100/8324/286683/8324-286683-0000.flac,271200,
74,train-clean-100/39/121914/39-121914-0013.flac,271120,
75,train-clean-100/2002/139469/2002-139469-0093.flac,271040,
76,train-clean-100/7264/92314/7264-92314-0016.flac,271040,
77,train-clean-100/7800/283478/7800-283478-0030.flac,271040,
78,train-clean-100/839/130898/839-130898-0069.flac,271040,
79,train-clean-100/7190/90543/7190-90543-0032.flac,271040,
80,train-clean-100/1624/142933/1624-142933-0019.flac,270960,
81,train-clean-100/4088/158077/4088-158077-0062.flac,270960,
82,train-clean-100/4859/26870/4859-26870-0005.flac,270960,
83,train-clean-100/8108/274318/8108-274318-0046.flac,270960,
84,train-clean-100/4397/15668/4397-15668-0012.flac,270880,
85,train-clean-100/3664/178366/3664-178366-0029.flac,270880,
86,train-clean-100/4362/15663/4362-15663-0032.flac,270880,
87,train-clean-100/5652/39938/5652-39938-0017.flac,270880,
88,train-clean-100/7800/283493/7800-283493-0004.flac,270800,
89,train-clean-100/60/121082/60-121082-0048.flac,270800,
90,train-clean-100/78/368/78-368-0051.flac,270800,
91,train-clean-100/2764/36616/2764-36616-0038.flac,270800,
92,train-clean-100/4267/72637/4267-72637-0021.flac,270720,
93,train-clean-100/6925/80680/6925-80680-0079.flac,270720,
94,train-clean-100/3830/12531/3830-12531-0009.flac,270640,
95,train-clean-100/298/126791/298-126791-0053.flac,270640,
96,train-clean-100/3112/9554/3112-9554-0006.flac,270640,
97,train-clean-100/8419/293473/8419-293473-0006.flac,270640,
98,train-clean-100/2007/132570/2007-132570-0059.flac,270561,
99,train-clean-100/8051/295385/8051-295385-0036.flac,270560,
100,train-clean-100/887/123291/887-123291-0006.flac,270560,
101,train-clean-100/5339/14134/5339-14134-0047.flac,270560,
102,train-clean-100/307/127535/307-127535-0005.flac,270560,
103,train-clean-100/311/124404/311-124404-0112.flac,270560,
104,train-clean-100/103/1241/103-1241-0034.flac,270560,
105,train-clean-100/7780/274562/7780-274562-0072.flac,270480,
106,train-clean-100/2691/156745/2691-156745-0002.flac,270480,
107,train-clean-100/27/124992/27-124992-0000.flac,270480,
108,train-clean-100/1447/17506/1447-17506-0014.flac,270480,
109,train-clean-100/7067/76047/7067-76047-0016.flac,270480,
110,train-clean-100/6836/61803/6836-61803-0026.flac,270160,
111,train-clean-100/730/358/730-358-0037.flac,270160,
112,train-clean-100/2893/139322/2893-139322-0023.flac,270080,
113,train-clean-100/6081/41997/6081-41997-0038.flac,270080,
114,train-clean-100/328/129766/328-129766-0011.flac,270080,
115,train-clean-100/298/126790/298-126790-0038.flac,270000,
116,train-clean-100/730/358/730-358-0052.flac,269920,
117,train-clean-100/7113/86041/7113-86041-0006.flac,269920,
118,train-clean-100/4406/16883/4406-16883-0021.flac,269920,
119,train-clean-100/8465/246943/8465-246943-0013.flac,269840,
120,train-clean-100/103/1240/103-1240-0031.flac,269760,
121,train-clean-100/8324/286681/8324-286681-0024.flac,269760,
122,train-clean-100/8747/293952/8747-293952-0087.flac,269760,
123,train-clean-100/40/121026/40-121026-0029.flac,269760,
124,train-clean-100/730/359/730-359-0047.flac,269760,
125,train-clean-100/6147/34607/6147-34607-0017.flac,269760,
126,train-clean-100/7264/92316/7264-92316-0028.flac,269760,
127,train-clean-100/83/9960/83-9960-0037.flac,269680,
128,train-clean-100/3830/12535/3830-12535-0029.flac,269680,
129,train-clean-100/4088/158077/4088-158077-0066.flac,269680,
130,train-clean-100/2002/139469/2002-139469-0034.flac,269600,
131,train-clean-100/226/122538/226-122538-0014.flac,269600,
132,train-clean-100/1334/135589/1334-135589-0002.flac,269600,
133,train-clean-100/6078/54013/6078-54013-0056.flac,269600,
134,train-clean-100/26/496/26-496-0012.flac,269520,
135,train-clean-100/8747/293952/8747-293952-0041.flac,269520,
136,train-clean-100/3374/298032/3374-298032-0008.flac,269520,
137,train-clean-100/5049/25947/5049-25947-0026.flac,269520,
138,train-clean-100/1081/125237/1081-125237-0085.flac,269520,
139,train-clean-100/8838/298546/8838-298546-0026.flac,269520,
140,train-clean-100/250/142276/250-142276-0050.flac,269440,
141,train-clean-100/3259/158083/3259-158083-0089.flac,269440,
142,train-clean-100/8419/293473/8419-293473-0014.flac,269440,
143,train-clean-100/4813/248638/4813-248638-0022.flac,269440,
144,train-clean-100/909/131041/909-131041-0019.flac,269440,
145,train-clean-100/2952/407/2952-407-0001.flac,269360,
146,train-clean-100/5390/30096/5390-30096-0025.flac,269200,
147,train-clean-100/248/130697/248-130697-0018.flac,269120,
148,train-clean-100/8123/275209/8123-275209-0019.flac,269120,
149,train-clean-100/8238/274553/8238-274553-0057.flac,269120,
150,train-clean-100/198/126831/198-126831-0021.flac,269120,
151,train-clean-100/7113/86041/7113-86041-0082.flac,269120,
152,train-clean-100/5049/25947/5049-25947-0037.flac,269040,
153,train-clean-100/5339/14133/5339-14133-0020.flac,269040,
154,train-clean-100/1355/39947/1355-39947-0035.flac,269040,
155,train-clean-100/7505/258958/7505-258958-0002.flac,269040,
156,train-clean-100/2182/150130/2182-150130-0036.flac,269040,
157,train-clean-100/481/123720/481-123720-0032.flac,269040,
158,train-clean-100/460/172359/460-172359-0029.flac,268960,
159,train-clean-100/4267/72637/4267-72637-0003.flac,268960,
160,train-clean-100/8975/270782/8975-270782-0032.flac,268960,
161,train-clean-100/7067/76047/7067-76047-0032.flac,268960,
162,train-clean-100/8095/274346/8095-274346-0010.flac,268880,
163,train-clean-100/1502/122619/1502-122619-0004.flac,268880,
164,train-clean-100/5652/39938/5652-39938-0039.flac,268880,
165,train-clean-100/7113/86041/7113-86041-0029.flac,268800,
166,train-clean-100/4195/17507/4195-17507-0007.flac,268800,
167,train-clean-100/8797/294123/8797-294123-0074.flac,268800,
168,train-clean-100/2952/410/2952-410-0047.flac,268800,
169,train-clean-100/7794/295947/7794-295947-0001.flac,268800,
170,train-clean-100/6437/66173/6437-66173-0052.flac,268800,
171,train-clean-100/3723/171115/3723-171115-0013.flac,268720,
172,train-clean-100/625/132112/625-132112-0049.flac,268720,
173,train-clean-100/2092/145706/2092-145706-0055.flac,268640,
174,train-clean-100/4137/11701/4137-11701-0010.flac,268640,
175,train-clean-100/6529/62554/6529-62554-0007.flac,268640,
176,train-clean-100/307/127539/307-127539-0006.flac,268640,
177,train-clean-100/5514/19193/5514-19193-0004.flac,268640,
178,train-clean-100/6385/220959/6385-220959-0025.flac,268640,
179,train-clean-100/4051/10927/4051-10927-0013.flac,268640,
180,train-clean-100/4195/186236/4195-186236-0023.flac,268640,
181,train-clean-100/7148/59157/7148-59157-0038.flac,268560,
182,train-clean-100/2989/138035/2989-138035-0043.flac,268560,
183,train-clean-100/6454/93938/6454-93938-0034.flac,268560,
184,train-clean-100/7780/274562/7780-274562-0075.flac,268560,
185,train-clean-100/7059/88364/7059-88364-0015.flac,268560,
186,train-clean-100/229/130880/229-130880-0000.flac,268560,
187,train-clean-100/4830/25904/4830-25904-0041.flac,268560,
188,train-clean-100/7113/86041/7113-86041-0072.flac,268560,
189,train-clean-100/2836/5354/2836-5354-0024.flac,268480,
190,train-clean-100/6836/76549/6836-76549-0006.flac,268480,
191,train-clean-100/6848/252322/6848-252322-0018.flac,268480,
192,train-clean-100/83/11691/83-11691-0028.flac,268480,
193,train-clean-100/4195/186238/4195-186238-0004.flac,268400,
194,train-clean-100/3526/175658/3526-175658-0027.flac,268400,
195,train-clean-100/5652/39938/5652-39938-0020.flac,268400,
196,train-clean-100/8226/274369/8226-274369-0052.flac,268400,
197,train-clean-100/8123/275209/8123-275209-0026.flac,268400,
198,train-clean-100/4088/158079/4088-158079-0000.flac,268320,
199,train-clean-100/3526/176653/3526-176653-0027.flac,268320,
200,train-clean-100/441/130108/441-130108-0009.flac,268320,
201,train-clean-100/7078/271888/7078-271888-0023.flac,268320,
202,train-clean-100/1069/133699/1069-133699-0032.flac,268320,
203,train-clean-100/8838/298546/8838-298546-0019.flac,268320,
204,train-clean-100/5022/29411/5022-29411-0008.flac,268320,
205,train-clean-100/4788/294466/4788-294466-0024.flac,268320,
206,train-clean-100/6081/42010/6081-42010-0006.flac,268241,
207,train-clean-100/4088/158077/4088-158077-0045.flac,268240,
208,train-clean-100/1088/129236/1088-129236-0003.flac,268240,
209,train-clean-100/1926/147987/1926-147987-0019.flac,268240,
210,train-clean-100/332/128985/332-128985-0073.flac,268240,
211,train-clean-100/1992/141719/1992-141719-0017.flac,268160,
212,train-clean-100/254/127705/254-127705-0038.flac,268160,
213,train-clean-100/307/127539/307-127539-0030.flac,268160,
214,train-clean-100/6181/216552/6181-216552-0066.flac,268160,
215,train-clean-100/39/121916/39-121916-0023.flac,268160,
216,train-clean-100/8419/293469/8419-293469-0009.flac,268080,
217,train-clean-100/3240/131231/3240-131231-0064.flac,268080,
218,train-clean-100/2691/156755/2691-156755-0035.flac,268080,
219,train-clean-100/3664/11714/3664-11714-0023.flac,268080,
220,train-clean-100/3374/298025/3374-298025-0000.flac,268080,
221,train-clean-100/5789/57195/5789-57195-0025.flac,268080,
222,train-clean-100/1553/140048/1553-140048-0040.flac,268000,
223,train-clean-100/3374/298025/3374-298025-0019.flac,268000,
224,train-clean-100/8088/284756/8088-284756-0084.flac,268000,
225,train-clean-100/2514/149482/2514-149482-0103.flac,268000,
226,train-clean-100/2514/149482/2514-149482-0040.flac,268000,
227,train-clean-100/4406/16882/4406-16882-0028.flac,267920,
228,train-clean-100/6836/61804/6836-61804-0000.flac,267920,
229,train-clean-100/3436/172162/3436-172162-0000.flac,267920,
230,train-clean-100/150/126112/150-126112-0015.flac,267920,
231,train-clean-100/7264/92316/7264-92316-0021.flac,267920,
232,train-clean-100/2952/410/2952-410-0020.flac,267920,
233,train-clean-100/3240/131231/3240-131231-0017.flac,267920,
234,train-clean-100/7635/105661/7635-105661-0044.flac,267920,
235,train-clean-100/4859/26870/4859-26870-0018.flac,267920,
236,train-clean-100/3830/12530/3830-12530-0019.flac,267920,
237,train-clean-100/6385/34669/6385-34669-0003.flac,267920,
238,train-clean-100/2514/149482/2514-149482-0013.flac,267920,
239,train-clean-100/3486/166424/3486-166424-0020.flac,267920,
240,train-clean-100/5192/19397/5192-19397-0021.flac,267920,
241,train-clean-100/8747/293952/8747-293952-0078.flac,267840,
242,train-clean-100/3259/158083/3259-158083-0068.flac,267840,
243,train-clean-100/2007/149877/2007-149877-0019.flac,267840,
244,train-clean-100/8063/274115/8063-274115-0002.flac,267840,
245,train-clean-100/1898/145715/1898-145715-0022.flac,267840,
246,train-clean-100/198/126831/198-126831-0029.flac,267760,
247,train-clean-100/1502/122615/1502-122615-0024.flac,267760,
248,train-clean-100/1841/159771/1841-159771-0042.flac,267760,
249,train-clean-100/7859/102518/7859-102518-0021.flac,267760,
250,train-clean-100/302/123523/302-123523-0025.flac,267680,
251,train-clean-100/4340/15220/4340-15220-0001.flac,267680,
252,train-clean-100/328/129766/328-129766-0021.flac,267680,
253,train-clean-100/4160/14187/4160-14187-0006.flac,267680,
254,train-clean-100/441/128982/441-128982-0036.flac,267680,
255,train-clean-100/7113/86041/7113-86041-0010.flac,267680,
256,train-clean-100/196/122150/196-122150-0032.flac,267680,
257,train-clean-100/27/123349/27-123349-0011.flac,267679,
258,train-clean-100/6880/216547/6880-216547-0101.flac,267600,
259,train-clean-100/8468/295198/8468-295198-0001.flac,267600,
260,train-clean-100/831/130746/831-130746-0038.flac,267600,
261,train-clean-100/7794/295947/7794-295947-0046.flac,267600,
262,train-clean-100/2518/154826/2518-154826-0030.flac,267600,
263,train-clean-100/200/126784/200-126784-0026.flac,267600,
264,train-clean-100/8063/274112/8063-274112-0013.flac,267520,
265,train-clean-100/730/358/730-358-0061.flac,267520,
266,train-clean-100/2136/5143/2136-5143-0025.flac,267520,
267,train-clean-100/4160/11550/4160-11550-0013.flac,267520,
268,train-clean-100/3214/167606/3214-167606-0006.flac,267520,
269,train-clean-100/118/121721/118-121721-0024.flac,267520,
270,train-clean-100/3168/173564/3168-173564-0023.flac,267520,
271,train-clean-100/7402/90848/7402-90848-0013.flac,267440,
272,train-clean-100/911/128684/911-128684-0048.flac,267440,
273,train-clean-100/4441/76262/4441-76262-0018.flac,267440,
274,train-clean-100/7226/86964/7226-86964-0029.flac,267440,
275,train-clean-100/2514/149482/2514-149482-0005.flac,267360,
276,train-clean-100/26/495/26-495-0023.flac,267360,
277,train-clean-100/2136/5147/2136-5147-0038.flac,267360,
278,train-clean-100/6209/34600/6209-34600-0021.flac,267360,
279,train-clean-100/89/219/89-219-0000.flac,267280,
280,train-clean-100/1246/124550/1246-124550-0005.flac,267280,
281,train-clean-100/2092/145706/2092-145706-0074.flac,267280,
282,train-clean-100/5104/33406/5104-33406-0023.flac,267280,
283,train-clean-100/5778/54535/5778-54535-0001.flac,267280,
284,train-clean-100/458/126294/458-126294-0003.flac,267280,
285,train-clean-100/7505/258964/7505-258964-0003.flac,267280,
286,train-clean-100/8312/279791/8312-279791-0007.flac,267200,
287,train-clean-100/8580/287364/8580-287364-0032.flac,267200,
288,train-clean-100/1723/141149/1723-141149-0052.flac,267120,
289,train-clean-100/89/218/89-218-0047.flac,267120,
290,train-clean-100/7505/258958/7505-258958-0006.flac,267120,
291,train-clean-100/8095/274345/8095-274345-0033.flac,267120,
292,train-clean-100/5049/25947/5049-25947-0052.flac,267120,
293,train-clean-100/8425/246962/8425-246962-0014.flac,267040,
294,train-clean-100/4214/7146/4214-7146-0015.flac,267040,
295,train-clean-100/8088/284756/8088-284756-0065.flac,267040,
296,train-clean-100/3807/4955/3807-4955-0022.flac,267040,
297,train-clean-100/8609/262281/8609-262281-0010.flac,266960,
298,train-clean-100/5688/41232/5688-41232-0062.flac,266960,
299,train-clean-100/1737/148989/1737-148989-0008.flac,266960,
300,train-clean-100/4640/19189/4640-19189-0001.flac,266960,
301,train-clean-100/6181/216552/6181-216552-0044.flac,266960,
302,train-clean-100/3242/67153/3242-67153-0004.flac,266881,
303,train-clean-100/3242/67153/3242-67153-0007.flac,266880,
304,train-clean-100/7067/76048/7067-76048-0055.flac,266880,
305,train-clean-100/7505/83618/7505-83618-0023.flac,266880,
306,train-clean-100/2893/139322/2893-139322-0050.flac,266800,
307,train-clean-100/5192/19397/5192-19397-0017.flac,266800,
308,train-clean-100/1183/133256/1183-133256-0013.flac,266800,
309,train-clean-100/125/121124/125-121124-0076.flac,266800,
310,train-clean-100/5104/33407/5104-33407-0025.flac,266720,
311,train-clean-100/4340/15220/4340-15220-0041.flac,266720,
312,train-clean-100/103/1241/103-1241-0023.flac,266720,
313,train-clean-100/8425/292520/8425-292520-0004.flac,266720,
314,train-clean-100/7635/105409/7635-105409-0057.flac,266641,
315,train-clean-100/7402/90848/7402-90848-0034.flac,266640,
316,train-clean-100/4137/11702/4137-11702-0012.flac,266640,
317,train-clean-100/87/121553/87-121553-0094.flac,266640,
318,train-clean-100/302/123516/302-123516-0013.flac,266640,
319,train-clean-100/2910/131096/2910-131096-0090.flac,266640,
320,train-clean-100/289/121665/289-121665-0005.flac,266640,
321,train-clean-100/2514/149482/2514-149482-0033.flac,266640,
322,train-clean-100/3982/182255/3982-182255-0009.flac,266640,
323,train-clean-100/7780/274562/7780-274562-0018.flac,266560,
324,train-clean-100/1594/135914/1594-135914-0095.flac,266560,
325,train-clean-100/289/121665/289-121665-0032.flac,266560,
326,train-clean-100/4481/17498/4481-17498-0025.flac,266560,
327,train-clean-100/3374/298025/3374-298025-0010.flac,266560,
328,train-clean-100/2416/152137/2416-152137-0006.flac,266560,
329,train-clean-100/3830/12535/3830-12535-0007.flac,266480,
330,train-clean-100/6880/216547/6880-216547-0035.flac,266480,
331,train-clean-100/4014/186175/4014-186175-0012.flac,266480,
332,train-clean-100/7264/92310/7264-92310-0009.flac,266480,
333,train-clean-100/2136/5143/2136-5143-0028.flac,266480,
334,train-clean-100/4014/186175/4014-186175-0027.flac,266480,
335,train-clean-100/7226/86965/7226-86965-0031.flac,266400,
336,train-clean-100/7859/102518/7859-102518-0015.flac,266400,
337,train-clean-100/8580/287364/8580-287364-0039.flac,266400,
338,train-clean-100/7447/91187/7447-91187-0057.flac,266400,
339,train-clean-100/2092/145706/2092-145706-0067.flac,266400,
340,train-clean-100/4481/17498/4481-17498-0043.flac,266400,
341,train-clean-100/4640/19189/4640-19189-0021.flac,266400,
342,train-clean-100/6209/34601/6209-34601-0017.flac,266400,
343,train-clean-100/669/129061/669-129061-0085.flac,266320,
344,train-clean-100/2384/152900/2384-152900-0080.flac,266320,
345,train-clean-100/3830/12530/3830-12530-0003.flac,266320,
346,train-clean-100/8324/286681/8324-286681-0015.flac,266320,
347,train-clean-100/3807/4955/3807-4955-0016.flac,266320,
348,train-clean-100/1116/137572/1116-137572-0048.flac,266240,
349,train-clean-100/1088/134315/1088-134315-0042.flac,266240,
